MN908947 B.1_MN908947
MW864291 B.1.2_MW864291
MZ246400 B.1.1.519_MZ246400
MT632507 B.1.320_MT632507
MW593376 B.1.612_MW593376
MW064899 B.1.1_MW064899
MW693036 B.1.1.337_MW693036
MZ065088 B.1.1.519_MZ065088
MT459853 B.1.1_MT459853
MW550421 B.1.2_MW550421
MW749955 B.1.517_MW749955
MT451157 B.1_MT451157
MT632844 B.1.320_MT632844
MW668980 B.1.596_MW668980
MW911415 B.1.1.519_MW911415
MW783163 B.1.1.28_MW783163
MW851648 B.1.2_MW851648
MZ156753 B.1.2_MZ156753
MT972347 D.2_MT972347
MW190801 B.1_MW190801
MW288278 B.1.2_MW288278
MZ224381 B.1.596_MZ224381
MZ349607 B.1.1.519_MZ349607
MZ271603 R.1_MZ271603
MT675957 B.1.113_MT675957
MW558307 B.1.565_MW558307
MW816190 B.1.1.519_MW816190
MZ496854.1 B.1.587_MZ496854.1
MT520402 B.1_MT520402
MW928143 B.1_MW928143
MT451173 A.2.2_MT451173
MZ497766.1 B.1.2_MZ497766.1
MZ043021 B.1_MZ043021
MZ318981 B.1.1.519_MZ318981
MT520185 B.1_MT520185
MW808405 B.1.2_MW808405
MZ473195.1 B.1.402_MZ473195.1
MZ261604 B.1.554_MZ261604
MW750048 B.1.241_MW750048
MW674851 B.1_MW674851
MT370846 B.1_MT370846
MW681127 B.1.1.222_MW681127
MW190988 B.1_MW190988
MW989103 B.1.596_MW989103
MT981103 B.1.509_MT981103
MW486325 B.1.375_MW486325
MW976318 B.1.575_MW976318
MW634217 B.1_MW634217
MW349043 B.1.2_MW349043
MW420479 B.1.400_MW420479
MW808933 B.1.2_MW808933
MT971671 D.2_MT971671
MZ230685 B.1.1_MZ230685
MW984729 B.1.110.3_MW984729
MW067699 B.1.1_MW067699
MW816441 B.1.1.519_MW816441
MW928362 B.1.2_MW928362
MT970179 D.2_MT970179
MZ214624 B.1.2_MZ214624
MT291845.1 B.1.1_MT291845.1
MW705183 B.1.2_MW705183
MW777560 B.1.603_MW777560
MW763838 B.1.2_MW763838
MZ236370 B.1.429_MZ236370
MT971327 D.2_MT971327
MW731056 B.1.1.486_MW731056
MW750093 B.1.1.316_MW750093
MZ304798 B.1.1.519_MZ304798
MZ449170.1 B.1.240_MZ449170.1
MW972633 B.1.234_MW972633
MW834831 B.1.603_MW834831
MW989935 B.1.429_MW989935
MW778110 B.1.2_MW778110
MW634468 W.1_MW634468
MZ494621.1 B.1.206_MZ494621.1
MW942309 B.1.2_MW942309
MW486222 B.1.2_MW486222
MT451187 A.2.2_MT451187
MW134559 B.1.1_MW134559
MZ471588.1 B.1.2_MZ471588.1
MT371025 B.1.108_MT371025
MZ083624 B.1.2_MZ083624
MW758858 B.1.2_MW758858
MW049017 B.1.2_MW049017
MZ168357 B.1.1.519_MZ168357
MW228247 B.1_MW228247
MZ284433 B.1.575_MZ284433
MW290969 B.1.112_MW290969
MW758826 B.1.240_MW758826
MT951924 B.1.9.2_MT951924
MW332225 B.1_MW332225
MW669185 B.1.1.519_MW669185
MW640968 B.1.2_MW640968
MZ500445.1 B.1.1.420_MZ500445.1
MW365240 B.1.110_MW365240
MW925585 B.1.2_MW925585
MT956797 B.1.349_MT956797
MW365284 N.6_MW365284
MW306347 B.1.232_MW306347
MW928381 B.1.550_MW928381
MZ499422.1 B.1.2_MZ499422.1
MT872498 A.12_MT872498
MW839020 B.1.2_MW839020
MW156300 D.2_MW156300
MW447614 B.1.36_MW447614
MT755973 B.1_MT755973
MZ171889 B.1.1.519_MZ171889
MW644044 B.1.1.222_MW644044
MW643252 B.1.243_MW643252
MW420535 B.1.453_MW420535
MW696366 B.1.1.348_MW696366
MT293175 B.1_MT293175
MW828624 C.36_MW828624
MZ036637 B.1.1_MZ036637
MZ260506 R.1_MZ260506
MW731413 B.1.2_MW731413
MW708685 B.1.517_MW708685
MZ211475 B.1.2_MZ211475
MW813269 B.1.2_MW813269
MW667519 B.1.1.519_MW667519
MW984991 B.1.575_MW984991
MW065404 B.1_MW065404
MT628038 B.1.371_MT628038
MW586237 B.1.2_MW586237
MT558659 B.1.442_MT558659
MT601281 B.1.36.16_MT601281
MW728477 B.1.396_MW728477
MW064329 A_MW064329
MW183959 D.2_MW183959
MZ232135 B.1.2_MZ232135
MW777193 B.1.2_MW777193
MZ001730 B.1.575_MZ001730
MT641710 B.4.5_MT641710
MT607252 B.1.1.25_MT607252
MW777968 B.1.1.519_MW777968
MW708324 B.1.2_MW708324
MW064985 B.40_MW064985
MW637078 B.1.2_MW637078
MW321112 D.2_MW321112
MW975476 B.1_MW975476
MW728672 B.1.2_MW728672
MW925362 B.1.2_MW925362
MW276751 D.2_MW276751
MW772436 B.1.1.519_MW772436
MW763904 B.1.2_MW763904
MW767189 B.1.2_MW767189
MW696971 B.1.2_MW696971
MW994202 B.1_MW994202
MZ224461 B.1.1.519_MZ224461
MT607249 B.1.210_MT607249
MW758718 B.1.2_MW758718
MW851593 B.1.2_MW851593
MT326035 B.4.4_MT326035
MW923449 B.1_MW923449
MW733579 B.1.110.3_MW733579
MW217318 B.1.369_MW217318
MZ363340 B.1.1.519_MZ363340
MW779221 B.1.2_MW779221
MW766722 B.1.577_MW766722
MT706247 B_MT706247
MW566515 B.1.595_MW566515
MW321285 D.2_MW321285
MZ256078 B.1.2_MZ256078
MW640879 B.1.2_MW640879
MT972186 D.2_MT972186
MZ001055 B.1.575_MZ001055
MT969540 D.2_MT969540
MZ039268 B.1.311_MZ039268
MW596059 B.1.568_MW596059
MT434798 B.1_MT434798
MW864374 B.1.2_MW864374
MT843317 B.1.369_MT843317
MW868936 B.1.596_MW868936
MT345862 B.1_MT345862
MW782834 B.1.1.519_MW782834
MW944699 B.1.2_MW944699
MZ332156 B.1.1.1_MZ332156
MT325620 B.1_MT325620
MW490578 B.1.243_MW490578
MW246602 B.1.2_MW246602
MW064668 B.1_MW064668
MT581412 B.1.1_MT581412
MZ456567.1 B.1.243_MZ456567.1
MW669760 B.1.2_MW669760
MW959885 B.1.160_MW959885
MW565040 B.1_MW565040
MW766779 B.1.2_MW766779
MT791942 B.1_MT791942
MW805000 B.1.596_MW805000
MZ132663 B.1.1.519_MZ132663
MT972067 D.2_MT972067
MW876964 B.1.2_MW876964
MW749607 B.1.1.519_MW749607
MW825827 B.1.1.519_MW825827
MW942620 B.1.561_MW942620
MT966183 B.1.509_MT966183
MW184707 D.2_MW184707
MW778588 B.1.1.348_MW778588
MZ267390 B.1.2_MZ267390
MW190369 B.1.320_MW190369
MZ410027.1 B.1.2_MZ410027.1
MW851462 B.1.596_MW851462
MW704345 B.1.1_MW704345
MW813390 B.1.2_MW813390
MT520517 B.1_MT520517
MZ390015 B.1.1.519_MZ390015
MW667540 B.1.596_MW667540
MW938161 B.1.2_MW938161
MW521651 B.1.375_MW521651
MW749932 B.1.517_MW749932
MW629367 B.1.2_MW629367
MW705313 B.1.404_MW705313
MT259249 B.1_MT259249
MW320757 D.2_MW320757
MZ101584 B.1.575_MZ101584
MW155231 D.3_MW155231
MW708584 C.36_MW708584
MW696292 B.1.2_MW696292
MW646728 B.1.2_MW646728
MZ006147 B.1.234_MZ006147
MZ404407.1 B.1.2_MZ404407.1
MW642677 B.1.609_MW642677
MW562773 B.1.2_MW562773
MW637156 B.1.596_MW637156
MW991196 B.1.2_MW991196
MW154452 D.2_MW154452
MW966964 B.1.596_MW966964
MW708197 B.1.2_MW708197
MT873149 B.1_MT873149
MW771902 B.1.596_MW771902
MZ008963 B.1.1.519_MZ008963
MW634494 B.1.582_MW634494
MW136852 B.1_MW136852
MW707971 B.1.2_MW707971
MW904424 B.1.1.222_MW904424
MW876941 B.1_MW876941
MW864460 B.1_MW864460
MW709148 B.1.409_MW709148
MW154143 D.2_MW154143
MW930573 B.1.2_MW930573
MZ414440.1 B.1.2_MZ414440.1
MT642178 B.1.1.26_MT642178
MT345859 B.1.371_MT345859
MW592762 B.1.564_MW592762
MW639961 B.1.596_MW639961
MT512445 B.1_MT512445
MW870370 B.1.2_MW870370
MT345836 A.3_MT345836
MT969948 D.2_MT969948
MZ295145 B.1.1.519_MZ295145
MT890336 B.1.1.225_MT890336
MW645700 B.1.503_MW645700
MW749313 B.1.2_MW749313
MT706416 B.1_MT706416
MW064501 B.1.119_MW064501
MW734534 B.1.409_MW734534
MT969872 D.2_MT969872
MW851152 B.1.2_MW851152
MZ432118.1 B.1.1.519_MZ432118.1
MW635130 B.1.377_MW635130
MW634872 B.1.1.518_MW634872
MZ023952 B.1.575_MZ023952
MW947537 B.1.2_MW947537
MW641051 B.1.369_MW641051
MW942650 B.1.575_MW942650
MW666456 B.1.2_MW666456
MZ002241 B.1.1_MZ002241
MW850038 B.1.2_MW850038
MW849966 B.1.2_MW849966
MT451181 B.1_MT451181
MW925382 B.1.2_MW925382
MW035464 B.1.1.464_MW035464
MW065017 B.1_MW065017
MT429188 B_MT429188
MW635123 B.1.2_MW635123
MW184919 D.2_MW184919
MT757033 A.3_MT757033
MW879556 B.1.2_MW879556
MT956687 A_MT956687
MT451434 B.1.23_MT451434
MT470106 B.1.178_MT470106
MT971098 D.2_MT971098
MT971291 D.2_MT971291
MW988422 B.1.243_MW988422
MW733319 B.1.609_MW733319
MW681287 B.1.2_MW681287
MW890615 B.1.1.329_MW890615
MW808227 B.1.596_MW808227
MZ281124 B.1.2_MZ281124
MW545208 B.1_MW545208
MW993219 B.1.2_MW993219
MZ011543 B.1.1.334_MZ011543
MW550236 B.1.2_MW550236
MW706599 B.1.1_MW706599
MW585972 B.1.361_MW585972
MW731227 B.1.243_MW731227
MW764041 B.1.596_MW764041
MZ007266 B.1.588_MZ007266
MW730942 B.1.2_MW730942
MZ189540 B.1.1.519_MZ189540
MT972266 D.2_MT972266
MW994544 B.1.1.519_MW994544
MW779381 B.1.2_MW779381
MT582491 B.3_MT582491
MW943821 B.1.2_MW943821
MZ258703 R.2_MZ258703
MW636459 B.1.2_MW636459
MW989780 B.1.596_MW989780
MZ240070 B.1_MZ240070
MW706615 B.1.2_MW706615
MW593578 B.1.341_MW593578
MW586286 B.1.2_MW586286
MW880521 B.1.2_MW880521
MZ505931.1 B.1.289_MZ505931.1
MW153990 D.2_MW153990
MT873353 B.1_MT873353
MW750847 B.1_MW750847
MW994061 B.1.2_MW994061
MW064980 B.1_MW064980
MT614540 B.1_MT614540
MW947511 B.1.2_MW947511
MW585898 B.1_MW585898
MW190686 B.1_MW190686
MT972725 D.2_MT972725
MW725974 B.1.2_MW725974
MT520484 B.1_MT520484
MT821606 B.1.391_MT821606
MW941622 B.1.240_MW941622
MW799771 B.1_MW799771
MT450895 B.1.332_MT450895
MZ449201.1 B.1.232_MZ449201.1
MW837514 B.1.2_MW837514
MW777978 B.1.596_MW777978
MW733231 B.1.596_MW733231
MW640102 B.1.2_MW640102
MT971122 D.2_MT971122
MZ245530 B.1.589_MZ245530
MT811712 B.1_MT811712
MW943800 B.1.349_MW943800
MT772533 B.1.139_MT772533
MW184293 D.2_MW184293
MW566521 B.1.2_MW566521
MW586026 B.1.544_MW586026
MW793154 B.1.1.207_MW793154
MT969582 D.2_MT969582
MW052662 B.1_MW052662
MW693719 B.1.561_MW693719
MT893664 B.1.595.1_MT893664
MW065435 B.1_MW065435
MT270110 B.1_MT270110
MW669398 B.1.2_MW669398
MW075749 B.1.577_MW075749
MW276247 B.1.1.174_MW276247
MT614455 B.1_MT614455
MT873251 B.1.1.33_MT873251
MW559051 B.1.110.3_MW559051
MW796017 B.1.561_MW796017
MT810641 B.1_MT810641
MW134331 B.1.602_MW134331
MZ060118 B.1.2_MZ060118
MW629418 B.1.2_MW629418
MW634212 B.1.243_MW634212
MW850147 B.1_MW850147
MW671704 B.1.1.519_MW671704
MW925564 B.1.234_MW925564
MW157148 D.2_MW157148
MW564846 B.1.243_MW564846
MW741977 B.1.2_MW741977
MW943230 B.1.2_MW943230
MT821573 B.1.1_MT821573
MW795984 B.1.2_MW795984
MW730941 B.1.2_MW730941
MW805055 B.1.2_MW805055
MT846432 B.1_MT846432
MZ373622 B.1.1.329_MZ373622
MZ060146 B.1.623_MZ060146
MZ500328.1 B.1.2_MZ500328.1
MW153756 D.2_MW153756
MW153932 D.2_MW153932
MZ471554.1 B.1.2_MZ471554.1
MW767302 B.1.2_MW767302
MW192092 B.1.565_MW192092
MZ505961.1 B.1_MZ505961.1
MW849942 B.1.2_MW849942
MT252786 B.1_MT252786
MW586243 B.1.234_MW586243
MZ414252.1 B.1.160.12_MZ414252.1
MW699189 B.1.2_MW699189
MZ266489 B.1.36.27_MZ266489
MW728512 B.1.596_MW728512
MW728583 B.1.2_MW728583
MW446227 B.1.2_MW446227
MW749285 B.1.596_MW749285
MZ206818 B.1.2_MZ206818
MT972786 D.2_MT972786
MW454408 B.1.599_MW454408
MW566500 B.1.509_MW566500
MZ471495.1 B.1.2_MZ471495.1
MT971131 D.2_MT971131
MT971182 D.2_MT971182
MZ085608 B.1.623_MZ085608
MZ258610 B.1.2_MZ258610
MZ233579 B.1.2_MZ233579
MT326029 B.1_MT326029
MW524922 B.1.349_MW524922
MZ492485.1 B.1_MZ492485.1
MT890346 B.1.595.1_MT890346
MW870130 B.1.2_MW870130
MT994961 B.1_MT994961
MW075788 B.1.567_MW075788
MZ260252 B.1.2_MZ260252
MW244007 B.1.110.3_MW244007
MW715115 B.1.243_MW715115
MT972602 D.2_MT972602
MT972342 D.2_MT972342
MT972329 D.2_MT972329
MW793038 B.1.2_MW793038
MZ505887.1 A.1_MZ505887.1
MW783409 B.1.2_MW783409
MT370839 B.1.1_MT370839
MT821545 B.1.1.291_MT821545
MW696385 B.1.1.519_MW696385
MW420762 B.1.2_MW420762
MW521800 B.1.1_MW521800
MW672770 B.1.2_MW672770
MW206616 B.1.110.3_MW206616
MW669191 B.1.1.519_MW669191
MW897398 B.1.574_MW897398
MZ093201 B_MZ093201
MW153233 D.2_MW153233
MW777514 B.1.2_MW777514
MT706266 B.1.139_MT706266
MT955347 B.1.36.8_MT955347
MW964739 B.1.2_MW964739
MZ233406 B.1.1.519_MZ233406
MZ376793 B.1.1.519_MZ376793
MW156638 D.2_MW156638
MZ500550.1 B.1.2_MZ500550.1
MT973264 D.2_MT973264
MT920038 B.1.162_MT920038
MZ256151 B.1.2_MZ256151
MW879545 B.1.2_MW879545
MW154099 D.2_MW154099
MT981490 B.1.498_MT981490
MW565800 B.1_MW565800
MW643514 B.1.2_MW643514
MZ246519 B.1.2_MZ246519
MT451128 B.1.1_MT451128
MT731657 B.1.1.25_MT731657
MT994632 B.4_MT994632
MW959943 B.1.2_MW959943
MW731749 B.1.1.222_MW731749
MZ151734 B.1.2_MZ151734
MW190370 B.1_MW190370
MW706048 B.1.2_MW706048
MW190839 B.1_MW190839
MZ070567 B.1.575_MZ070567
MT259275 A.1_MT259275
MW153978 D.2_MW153978
MZ385939 B.1.1.318_MZ385939
MT731736 B.1.1.25_MT731736
MW593498 B.1_MW593498
MW276654 B.1.1.464_MW276654
MW755795 B.1.2_MW755795
MW700773 B.1.2_MW700773
MT971603 D.2_MT971603
MW687340 B.1.517_MW687340
MW849108 B.1.1.519_MW849108
MT846511 B.1.1.464_MT846511
MW636421 B.1.234_MW636421
MW681327 B.1.2_MW681327
MZ448962.1 B.1.609_MZ448962.1
MW565567 B.1.320_MW565567
MZ253376 B.1.1_MZ253376
MW808338 B.1.2_MW808338
MW837529 B.1.2_MW837529
MW206102 B.1.426_MW206102
MW944673 B.1.2_MW944673
MW593867 A.1_MW593867
MW483370 B.1.1.174_MW483370
MZ500717.1 B.1.596_MZ500717.1
MZ409990.1 B.1.1.362_MZ409990.1
MT973179 D.2_MT973179
MW593774 A.1_MW593774
MW849955 B.1.1.519_MW849955
MT810580 A.1_MT810580
MZ186492 B.1.568_MZ186492
MW067758 B.1.439_MW067758
MZ500333.1 B.1.2_MZ500333.1
MW596139 B.1.375_MW596139
MW763303 B.1.517_MW763303
MW190367 B.1.320_MW190367
MW696647 B.1.1.519_MW696647
MW902323 B.1.2_MW902323
MT821551 B.1.1.290_MT821551
MZ070356 B.1.1.519_MZ070356
MW731231 B.1.2_MW731231
MW637083 B.1.2_MW637083
MW681071 B.1.240_MW681071
MW486377 B.1.2_MW486377
MZ498742.1 B.1.2_MZ498742.1
MW990036 B.1_MW990036
MW702278 B.1.2_MW702278
MW728825 B.1.2_MW728825
MW929675 B.1.2_MW929675
MW626804 B.1.2_MW626804
MW420864 B.1_MW420864
MT627423 B.1_MT627423
MT704006 B.1.332_MT704006
MW725883 B.1.1.348_MW725883
MW749512 B.1.2_MW749512
MW321085 D.2_MW321085
MZ061410 B.1.1.519_MZ061410
MT609587 B.1.503_MT609587
MW928390 B.1.550_MW928390
MZ281372 B.1.561_MZ281372
MW483108 B.1.1.265_MW483108
MW545267 B.1.587_MW545267
MZ239121 B.1.429_MZ239121
MW276727 D.2_MW276727
MW156169 D.2_MW156169
MZ087798 C.36.3_MZ087798
MW888091 B.1.1.337_MW888091
MW773434 B.1.2_MW773434
MZ397496.1 B.1.2_MZ397496.1
MW994147 B.1.2_MW994147
MZ312981 B.1_MZ312981
MW191245 B.1_MW191245
MZ161355 B.1.1.519_MZ161355
MW696699 B.1.311_MW696699
MW850255 B.1.2_MW850255
MZ074029 B.1.1.519_MZ074029
MW636809 B.1.2_MW636809
MW653664 B.1.2_MW653664
MT642286 B.1.1.26_MT642286
MW550680 B.1.2_MW550680
MW799665 B.1_MW799665
MW474181 B.1.1.291_MW474181
MT451191 B.61_MT451191
MW699206 B.1.110.3_MW699206
MW522484 B.1.2_MW522484
MZ059474 B.1.1.519_MZ059474
MZ025787 B.1.2_MZ025787
MW844129 B.1_MW844129
MZ213944 B.1_MZ213944
MT811321 B.1.166_MT811321
MW390868 B.1.595.4_MW390868
MW942352 B.1.2_MW942352
MW672698 B.1.2_MW672698
MW634274 B.1.409_MW634274
MW277409 D.2_MW277409
MZ264842 B.1.1.519_MZ264842
MW898253 B.1.2_MW898253
MW420051 B.1.2_MW420051
MW808236 B.1.2_MW808236
MW990609 B.1.1.519_MW990609
MT558700 B.1.1.231_MT558700
MT470125 B.1.1_MT470125
MW030223 A.5_MW030223
MW486213 B.1.2_MW486213
MZ471519.1 B.1_MZ471519.1
MW617570 B.1.2_MW617570
MT263450 A.1_MT263450
MT920010 A_MT920010
MW702792 B.1.2_MW702792
MZ499932.1 B.1.2_MZ499932.1
MW040606 B.1.509_MW040606
MZ433819.1 B.1.516_MZ433819.1
MW825815 B.1.2_MW825815
MZ470825.1 B.1.2_MZ470825.1
MT370949 B.1.1_MT370949
MW521506 B.1_MW521506
MW763853 B.1.2_MW763853
MW748194 B.1.2_MW748194
MW156090 D.2_MW156090
MW808857 B.1.1.519_MW808857
MT627625 A.1_MT627625
MT951966 A.1_MT951966
MW986621 B.1.1.1_MW986621
MT470163 B_MT470163
MW486209 B.1.126_MW486209
MZ373457 B.1.400_MZ373457
MW891210 B.1.239_MW891210
MW778418 B.1.1.316_MW778418
MW471392 B.1_MW471392
MW931482 B.1.1.519_MW931482
MT439283 B.1.1.33_MT439283
MW156194 D.2_MW156194
MZ332352 B.1.23_MZ332352
MW666287 B.1.2_MW666287
MW190401 B.1_MW190401
MW635198 B.1.2_MW635198
MZ165949 B.1_MZ165949
MW632222 B.1.2_MW632222
MW185073 D.2_MW185073
MW851556 B.1.2_MW851556
MW796943 B.1.240_MW796943
MW876930 B.1.234_MW876930
MT633001 A.1_MT633001
MW708232 B.1.596_MW708232
MZ410587.1 B.1_MZ410587.1
MW758594 B.1.2_MW758594
MW593313 B.30_MW593313
MT412268 B.1.371_MT412268
MW365232 B.1.1_MW365232
MW709155 B.1.400_MW709155
MW987668 B.1.1.519_MW987668
MW365098 B.1.1_MW365098
MW915338 R.1_MW915338
MT215194 B.43_MT215194
MW825673 B.1.1.335_MW825673
MZ376918 B.1.2_MZ376918
MW763391 B.1.2_MW763391
MW825524 B.1.2_MW825524
MW863229 B.1.2_MW863229
MW490987 B.1.2_MW490987
MT971957 D.2_MT971957
MW454425 B.1.239_MW454425
MW156471 D.2_MW156471
MW763804 B.1.596_MW763804
MT970971 D.2_MT970971
MW629338 B.1.2_MW629338
MT972708 D.2_MT972708
MW749309 B.1.2_MW749309
MW782849 B.1.1.519_MW782849
MW521729 B.1.311_MW521729
MW766672 B.1.243_MW766672
MW778707 B.1.2_MW778707
MT970524 D.2_MT970524
MW638384 B.1.320_MW638384
MW636730 B.1.2_MW636730
MT971293 D.2_MT971293
MW195535 B.1_MW195535
MW812900 B.1.2_MW812900
MW815728 B.1.1_MW815728
MW545440 B.1.2_MW545440
MW638303 B.1.240_MW638303
MW368439 A_MW368439
MW561239 B.1_MW561239
MZ434744.1 B.1.2_MZ434744.1
MZ201329 B.1.1.519_MZ201329
MZ500697.1 B.1.2_MZ500697.1
MW640862 B.1.596_MW640862
MW634275 B.1.1.434_MW634275
MW944040 B.1.1.432_MW944040
MZ257825 B.1.1.519_MZ257825
MT450998 B.40_MT450998
MW964389 B.1.1.519_MW964389
MW644024 B.1.1.519_MW644024
MW593311 B.1.371_MW593311
MT706159 A.4_MT706159
MW660995 B.1.346_MW660995
MW666592 B.1.311_MW666592
MW925332 B.1.2_MW925332
MZ260256 B.1.602_MZ260256
MT811019 B.1_MT811019
MW782940 B.1.110.3_MW782940
MW792857 C.23_MW792857
MW340798 A_MW340798
MW849214 B.1.2_MW849214
MT633027 A.1_MT633027
MW593602 B.1_MW593602
MT325588 B.1.1_MT325588
MZ024005 B.1.596_MZ024005
MW667456 B.1.2_MW667456
MZ056279 B.1.596_MZ056279
MW942579 B.1.110.3_MW942579
MW545185 B.1.243_MW545185
MW808805 B.1.2_MW808805
MW781059 B.1.234_MW781059
MW808720 B.1.517_MW808720
MZ258684 B.1.1.519_MZ258684
MZ310288 B.1.1.519_MZ310288
MW992834 B.1.2_MW992834
MW065261 B.1_MW065261
MW666997 B.1.311_MW666997
MW941307 B.1.2_MW941307
MW778057 B.1.2_MW778057
MW577787 B.1.435_MW577787
MZ060277 B.1.568_MZ060277
MZ202872 B.1.2_MZ202872
MW185273 D.2_MW185273
MW064321 B.1_MW064321
MW191278 B.31_MW191278
MW974384 B.1.232_MW974384
MZ316184 B.1.575_MZ316184
MW166053 B.1_MW166053
MT520540 B.1_MT520540
MW636364 B.1.2_MW636364
MW640142 B.1.1.434_MW640142
MW693346 B.1.2_MW693346
MT253697 B_MT253697
MW922004 B.1.243_MW922004
MW825589 B.1.2_MW825589
MW941286 B.1.429_MW941286
MT557568 A_MT557568
MW134447 B.1.243_MW134447
MW930999 B.1.2_MW930999
MT821590 B.1.1_MT821590
MT322413 B.1_MT322413
MW700419 B.1.2_MW700419
MZ060346 B.1.2_MZ060346
MW696902 B.1.2_MW696902
MZ025201 B.1.1.519_MZ025201
MW185755 D.2_MW185755
MW185003 D.2_MW185003
MW583345 B.1.2_MW583345
MW728822 B.1_MW728822
MT873447 B.1_MT873447
MT970893 D.2_MT970893
MW728560 B.1.2_MW728560
MT913008 B.1.1.25_MT913008
MW942594 B.1.429_MW942594
MT821607 B.1.1.26_MT821607
MW643384 B.1.1.222_MW643384
MW783050 B.1.2_MW783050
MT811527 B.1.1.8_MT811527
MW938734 B.1.2_MW938734
MW921649 B.1.1_MW921649
MZ414976.1 B.1.160_MZ414976.1
MW985623 B.1_MW985623
MZ282995 B.1.1.519_MZ282995
MT997743 A.1_MT997743
MT252812 A.1_MT252812
MW795967 B.1.2_MW795967
MW590374 B.1.2_MW590374
MW638506 B.1.2_MW638506
MW669155 B.1.1.519_MW669155
MW064654 B.1_MW064654
MZ233827 B.1.1.519_MZ233827
MZ213499 B.1.2_MZ213499
MT520541 B.1_MT520541
MW943491 R.1_MW943491
MZ009425 B.1.517_MZ009425
MW374930 B.1.1.453_MW374930
MW731401 B.1.2_MW731401
MW795935 B.1.400_MW795935
MT958243 B.1.241_MT958243
MW792994 B.1.2_MW792994
MW596012 B.1.2_MW596012
MW763238 B.1.576_MW763238
MW837318 B.1.425_MW837318
MT811483 B.1.243_MT811483
MW864380 B.1.2_MW864380
MW850930 A.2.5_MW850930
MW185259 D.2_MW185259
MW195533 B.1.240_MW195533
MZ331976 B.1_MZ331976
MZ318871 B.1.1.519_MZ318871
MW564717 B.1.232_MW564717
MW942627 B.1.2_MW942627
MZ184308 B.1.1.519_MZ184308
MW286636 B.1.437_MW286636
MT970581 D.2_MT970581
MW276417 B.1.243_MW276417
MZ266992 B.1.596_MZ266992
MT969428 D.2_MT969428
MW868905 B.1.2_MW868905
MW065285 B.1_MW065285
MT972922 D.2_MT972922
MW708604 B.1.1.222_MW708604
MZ378170 B.1.565_MZ378170
MW645980 B.1.1.337_MW645980
MW731153 B.1.2_MW731153
MW190340 B.1_MW190340
MT757038 B.1_MT757038
MW593694 B.1.371_MW593694
MZ239945 B.1.568_MZ239945
MW719979 B.1.2_MW719979
MW065085 B.1.595_MW065085
MZ512639.1 B.1.575_MZ512639.1
MW667001 B.1.1.316_MW667001
MT460128 B.1.1_MT460128
MW566471 B.1.2_MW566471
MW868937 B.1.2_MW868937
MZ260833 B.1.1.519_MZ260833
MZ378513 B.1.1.416_MZ378513
MW672833 B.1.1.519_MW672833
MW773266 B.1.596_MW773266
MW720031 B.1.609_MW720031
MW808698 B.1.1.519_MW808698
MW851015 B.1.375_MW851015
MZ022122 B.1.623_MZ022122
MW276208 B.1.239_MW276208
MZ256155 B.1.1.222_MZ256155
MT740923 A_MT740923
MW725938 B.1.2_MW725938
MW891092 B.1.1.519_MW891092
MZ258665 B.1.2_MZ258665
MT345870 B.1.518_MT345870
MW813588 B.1.362_MW813588
MT750469 B.1.8_MT750469
MW708154 B.1.2_MW708154
MZ498996.1 B.1.2_MZ498996.1
MW941216 B.1.2_MW941216
MW674819 B.1.504_MW674819
MW736128 B.1.2_MW736128
MW277106 D.2_MW277106
MW420088 B.1.369_MW420088
MW772056 B.1.2_MW772056
MZ434353.1 B.1.1.302_MZ434353.1
MZ074660 B.1.1.519_MZ074660
MT875358 B.1.240_MT875358
MW001241 B.1_MW001241
MW668518 B.1.2_MW668518
MZ046832 R.1_MZ046832
MW704834 B.1.2_MW704834
MW922908 B.1.551_MW922908
MT680220 B.1_MT680220
MW812979 B.1.2_MW812979
MZ425100.1 B.1.1.519_MZ425100.1
MT706212 B.1_MT706212
MW544912 B.1.1.207_MW544912
MW731230 B.1.2_MW731230
MT451246 A.1_MT451246
MW277586 D.2_MW277586
MT818589 B.1.1.25_MT818589
MW673033 B.1.243_MW673033
MW779343 B.1.2_MW779343
MW505210 B.1.1.434_MW505210
MZ470752.1 B.1.2_MZ470752.1
MW636774 B.1.1.434_MW636774
MW640408 B.1.241_MW640408
MZ297509 B.1.1.368_MZ297509
MW778736 B.1.2_MW778736
MW155163 D.2_MW155163
MW490958 B.1.318_MW490958
MW668929 B.1.409_MW668929
MZ006074 B.1.1.519_MZ006074
MW673573 B.1.2_MW673573
MW130864 B.1.1_MW130864
MW816409 B.1.1.519_MW816409
MW767234 B.1.2_MW767234
MZ504025.1 B.1.445_MZ504025.1
MW928353 B.1.2_MW928353
MZ035626 B.1.596_MZ035626
MT877418 B.1.384_MT877418
MW523499 B.1.568_MW523499
MW763901 B.1.396_MW763901
MZ001302 B.1.2_MZ001302
MW156649 D.2_MW156649
MW777817 B.1.1.316_MW777817
MW708932 B.1.2_MW708932
MW001674 B.1.243_MW001674
MZ499756.1 B.1.2_MZ499756.1
MW064593 A.3_MW064593
MW562694 B.1.2_MW562694
MZ492653.1 B.1.369_MZ492653.1
MZ013521 B.1.1.519_MZ013521
MW702486 B.1.311_MW702486
MW673283 B.1.551_MW673283
MW185503 D.2_MW185503
MW747926 B.1.396_MW747926
MW903289 B.1.1.519_MW903289
