	V1	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
3305	MW485397	SARS-CoV-2/human/USA/MA-CDC-STM-052/2020	GenBank	EPI_ISL_802703	B.1.375	Complete	29880	High	0/0/-/-/-	Homo Sapiens	2020-12-26	United States / Massachusetts	Helix/Illumina	2021-01-11	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2021-01-13 17:26:28	2021-03-16 10:46:59	B.1.375
3306	MW485408	SARS-CoV-2/human/USA/MA-CDC-STM-039/2020	GenBank	EPI_ISL_802701	B.1.375	Complete	29864	High	0/0/-/-/-	Homo Sapiens	2020-12-26	United States / Massachusetts	Helix/Illumina	2021-01-11	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2021-01-13 17:26:28	2021-03-16 10:46:59	B.1.375
3307	MW485413	SARS-CoV-2/human/USA/IN-CDC-STM-063/2020	GenBank	EPI_ISL_802697	B.1.596	Complete	29874	High	0/0/-/-/-	Homo Sapiens	2020-12-24	United States / Indiana	Helix/Illumina	2021-01-11	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	2021-01-13 17:26:28	2021-03-16 10:46:59	B.1.596
3308	MW485426	SARS-CoV-2/human/USA/WA-UW-6722/2020	GenBank	EPI_ISL_825015	B.1	Complete	29540	High	0/0/-/-/-	Homo Sapiens	2020-04-11	United States / Washington / Seattle	UW Virology Lab	2021-01-15	UW Virology Lab	2021-01-16 18:08:48	2021-03-16 10:46:59	B.1
3309	MW486171	SARS-CoV-2/human/USA/WI-UW-2388/2020	GenBank	EPI_ISL_754676	B.1	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-04-13	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:39	2021-03-16 10:46:59	B.1
3310	MW486197	SARS-CoV-2/human/USA/WI-UW-2415/2020	GenBank	EPI_ISL_754634	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-12	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:38	2021-03-16 10:46:59	B.1.2
3311	MW486209	SARS-CoV-2/human/USA/WI-UW-2428/2020	GenBank	EPI_ISL_754632	B.1.126	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-11	United States / Wisconsin / Columbia County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:38	2021-03-16 10:46:59	B.1.126
3312	MW486212	SARS-CoV-2/human/USA/WI-UW-2431/2020	GenBank	EPI_ISL_754650	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-16	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:38	2021-03-16 10:46:59	B.1.2
3313	MW486213	SARS-CoV-2/human/USA/WI-UW-2432/2020	GenBank	EPI_ISL_754639	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-14	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:38	2021-03-16 10:46:59	B.1.2
3314	MW486222	SARS-CoV-2/human/USA/WI-UW-2443/2020	GenBank	EPI_ISL_754642	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-14	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2020-12-31	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-02 12:48:38	2021-03-16 10:46:59	B.1.2
3315	MW486245	SARS-CoV-2/human/USA/WI-UW-2468/2020	GenBank	EPI_ISL_759743	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-28	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-03	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-04 18:50:28	2021-03-16 10:46:59	B.1.2
3316	MW486280	SARS-CoV-2/human/USA/WI-UW-2504/2020	GenBank	EPI_ISL_779336	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-30	United States /Wisconsin / Waukesha County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.2
3317	MW486281	SARS-CoV-2/human/USA/WI-UW-2505/2020	GenBank	EPI_ISL_779337	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-30	United States /Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.2
3318	MW486292	SARS-CoV-2/human/USA/WI-UW-2560/2020	GenBank	EPI_ISL_788903	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-29	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.2
3319	MW486322	SARS-CoV-2/human/USA/WI-UW-2524/2020	GenBank	EPI_ISL_779355	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-29	United States /Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.2
3320	MW486325	SARS-CoV-2/human/USA/WI-UW-2527/2020	GenBank	EPI_ISL_779358	B.1.375	Complete	29776	High	0/0/-/-/-	Homo Sapiens	2020-12-30	United States /Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.375
3321	MW486338	SARS-CoV-2/human/USA/WI-UW-2540/2020	GenBank	EPI_ISL_779370	B.1.509	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-12-30	United States /Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:22	2021-03-16 10:46:59	B.1.509
3322	MW486360	SARS-CoV-2/human/USA/WI-UW-2588/2021	GenBank	EPI_ISL_791106	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-04	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3323	MW486361	SARS-CoV-2/human/USA/WI-UW-2589/2021	GenBank	EPI_ISL_791107	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-03	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3324	MW486363	SARS-CoV-2/human/USA/WI-UW-2591/2021	GenBank	EPI_ISL_791109	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-03	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3325	MW486369	SARS-CoV-2/human/USA/WI-UW-2598/2021	GenBank	EPI_ISL_791115	B.1.139	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-01	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.139
3326	MW486376	SARS-CoV-2/human/USA/WI-UW-2605/2021	GenBank	EPI_ISL_791122	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-02	United States / Wisconsin / Racine County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3327	MW486377	SARS-CoV-2/human/USA/WI-UW-2606/2021	GenBank	EPI_ISL_791123	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-02	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3328	MW486385	SARS-CoV-2/human/USA/WI-UW-2614/2021	GenBank	EPI_ISL_791131	B.1.2	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2021-01-03	United States / Wisconsin / Dane County	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	2021-01-10 02:42:23	2021-03-16 10:46:59	B.1.2
3329	MW487275	SARS-CoV-2/human/USA/CA-QDX-2900/2020	GenBank	EPI_ISL_845661	B.1.243	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-08-19	United States / CA	 	2021-01-18	Infectious Diseases, Quest Diagnostics, 33608 Ortega Hwy, San Juan Capistrano, CA 92675, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.243
3330	MW487281	SARS-CoV-2/human/USA/NC-QDX-2896/2020	GenBank	EPI_ISL_845667	B.1	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-08-26	United States / NC	 	2021-01-18	Infectious Diseases, Quest Diagnostics, 33608 Ortega Hwy, San Juan Capistrano, CA 92675, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3331	MW487285	SARS-CoV-2/human/USA/OK-QDX-2897/2020	GenBank	EPI_ISL_845671	B.1.234	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-09-04	United States / OK	 	2021-01-18	Infectious Diseases, Quest Diagnostics, 33608 Ortega Hwy, San Juan Capistrano, CA 92675, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.234
3332	MW487294	SARS-CoV-2/human/USA/TX-QDX-2904/2020	GenBank	EPI_ISL_845679	B.1.602	Complete	29782	High	0/0/-/-/-	Homo sapiens	2020-10-09	United States / TX	 	2021-01-18	Infectious Diseases, Quest Diagnostics, 33608 Ortega Hwy, San Juan Capistrano, CA 92675, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.602
3333	MW490578	SARS-CoV-2/human/USA/MD-MDH-0608/2021	GenBank	EPI_ISL_843175	B.1.243	Complete	29790	High	0/0/-/-/-	Homo sapiens	2021-01-07	United States / MD	 	2021-01-19	CSL, Maryland Department of Health, 1770 Ashland Ave, Baltimore, MD 21205, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.243
3334	MW490580	SARS-CoV-2/human/USA/MD-MDH-0610/2021	GenBank	EPI_ISL_843177	B.1.2	Complete	29847	High	0/0/-/-/-	Homo sapiens	2021-01-07	United States / MD	 	2021-01-19	CSL, Maryland Department of Health, 1770 Ashland Ave, Baltimore, MD 21205, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3335	MW490589	SARS-CoV-2/human/USA/MD-MDH-0619/2021	GenBank	EPI_ISL_843186	B.1.240	Complete	29832	High	0/0/-/-/-	Homo sapiens	2021-01-10	United States / MD	 	2021-01-19	CSL, Maryland Department of Health, 1770 Ashland Ave, Baltimore, MD 21205, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.240
3336	MW490625	SARS-CoV-2/human/USA/PA-CDC-8624/2021	GenBank	EPI_ISL_876588	B.1.375	Complete	29897	High	0/0/-/-/-	Homo sapiens	2021-01-06	United States	 	2021-01-19	Respiratory Viruses Branch, Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30329, USA	2021-01-27 07:40:21	2021-03-16 10:46:59	B.1.375
3337	MW490631	SARS-CoV-2/human/USA/TN-CDC-8634/2021	GenBank	EPI_ISL_876594	B.1.2	Complete	29888	High	0/0/-/-/-	Homo sapiens	2021-01-07	United States	 	2021-01-19	Respiratory Viruses Branch, Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30329, USA	2021-01-27 07:40:21	2021-03-16 10:46:59	B.1.2
3338	MW490729	SARS-CoV-2/human/USA/FL-BPHL-2449/2020	GenBank	EPI_ISL_848863	B.1.280	Complete	29860	High	0/0/-/-/-	Homo sapiens	2020-11-04	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.280
3339	MW490730	SARS-CoV-2/human/USA/FL-BPHL-2450/2020	GenBank	EPI_ISL_848850	B.1.2	Complete	29815	High	0/0/-/-/-	Homo sapiens	2020-11-04	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3340	MW490806	SARS-CoV-2/human/USA/FL-BPHL-2484/2020	GenBank	EPI_ISL_849142	B.1.1.225	Complete	29849	High	0/0/-/-/-	Homo sapiens	2020-07-07	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.1.225
3341	MW490856	SARS-CoV-2/human/USA/FL-BPHL-2434/2020	GenBank	EPI_ISL_849095	B.1.2	Complete	29853	High	0/0/-/-/-	Homo sapiens	2020-08-03	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3342	MW490908	SARS-CoV-2/human/USA/FL-BPHL-2315/2020	GenBank	EPI_ISL_848969	B.1.1.135	Complete	29858	High	0/0/-/-/-	Homo sapiens	2020-10-05	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.1.135
3343	MW490911	SARS-CoV-2/human/USA/FL-BPHL-2318/2020	GenBank	EPI_ISL_848971	B.1.1.135	Complete	29819	High	0/0/-/-/-	Homo sapiens	2020-10-05	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.1.135
3344	MW490944	SARS-CoV-2/human/USA/FL-BPHL-2351/2020	GenBank	EPI_ISL_848959	B.1	Complete	29852	High	0/0/-/-/-	Homo sapiens	2020-10-07	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3345	MW490958	SARS-CoV-2/human/USA/FL-BPHL-2365/2020	GenBank	EPI_ISL_848943	B.1.318	Complete	29867	High	0/0/-/-/-	Homo sapiens	2020-10-15	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.318
3346	MW490980	SARS-CoV-2/human/USA/FL-BPHL-2387/2020	GenBank	EPI_ISL_848914	B.1.1.135	Complete	29826	High	0/0/-/-/-	Homo sapiens	2020-10-19	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.1.135
3347	MW490987	SARS-CoV-2/human/USA/FL-BPHL-2394/2020	GenBank	EPI_ISL_848916	B.1.2	Complete	29852	High	0/0/-/-/-	Homo sapiens	2020-10-19	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3348	MW490994	SARS-CoV-2/human/USA/FL-BPHL-2401/2020	GenBank	EPI_ISL_848930	B.1.2	Complete	29848	High	0/0/-/-/-	Homo sapiens	2020-10-19	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3349	MW491018	SARS-CoV-2/human/USA/FL-BPHL-2522/2020	GenBank	EPI_ISL_848879	B.1.2	Complete	29841	High	0/0/-/-/-	Homo sapiens	2020-10-22	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3350	MW491022	SARS-CoV-2/human/USA/FL-BPHL-2526/2020	GenBank	EPI_ISL_848875	B.1.2	Complete	29852	High	0/0/-/-/-	Homo sapiens	2020-10-28	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3351	MW491024	SARS-CoV-2/human/USA/FL-BPHL-2528/2020	GenBank	EPI_ISL_848874	B.1.2	Complete	29842	High	0/0/-/-/-	Homo sapiens	2020-10-29	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3352	MW491028	SARS-CoV-2/human/USA/FL-BPHL-2532/2020	GenBank	EPI_ISL_848855	B.1	Complete	29813	High	0/0/-/-/-	Homo sapiens	2020-11-04	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3353	MW491051	SARS-CoV-2/human/USA/FL-BPHL-2555/2020	GenBank	EPI_ISL_848832	B.1.564	Complete	29860	High	0/0/-/-/-	Homo sapiens	2020-11-12	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.564
3354	MW491056	SARS-CoV-2/human/USA/FL-BPHL-2636/2020	GenBank	EPI_ISL_848821	B.1.2	Complete	29795	High	0/0/-/-/-	Homo sapiens	2020-11-13	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3355	MW491084	SARS-CoV-2/human/USA/FL-BPHL-2583/2020	GenBank	EPI_ISL_848779	B.1.582	Complete	29802	High	0/0/-/-/-	Homo sapiens	2020-11-18	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.582
3356	MW491105	SARS-CoV-2/human/USA/FL-BPHL-2604/2020	GenBank	EPI_ISL_848755	B.1.234	Complete	29825	High	0/0/-/-/-	Homo sapiens	2020-11-20	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.234
3357	MW491133	SARS-CoV-2/human/USA/FL-BPHL-2679/2020	GenBank	EPI_ISL_848707	B.1.2	Complete	29833	High	0/0/-/-/-	Homo sapiens	2020-11-30	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3358	MW491151	SARS-CoV-2/human/USA/FL-BPHL-2697/2020	GenBank	EPI_ISL_848694	B.1.564	Complete	29834	High	0/0/-/-/-	Homo sapiens	2020-12-01	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.564
3359	MW491184	SARS-CoV-2/human/USA/FL-BPHL-2728/2020	GenBank	EPI_ISL_849071	B.1.369	Complete	29835	High	0/0/-/-/-	Homo sapiens	2020-09-11	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.369
3360	MW491192	SARS-CoV-2/human/USA/FL-BPHL-2736/2020	GenBank	EPI_ISL_849072	B.1.1.482	Complete	29775	High	0/0/-/-/-	Homo sapiens	2020-09-11	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.1.482
3361	MW491194	SARS-CoV-2/human/USA/FL-BPHL-2738/2020	GenBank	EPI_ISL_849076	B.1	Complete	29804	High	0/0/-/-/-	Homo sapiens	2020-09-11	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3362	MW491211	SARS-CoV-2/human/USA/FL-BPHL-2755/2020	GenBank	EPI_ISL_849054	B.1	Complete	29756	High	0/0/-/-/-	Homo sapiens	2020-09-14	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3363	MW491217	SARS-CoV-2/human/USA/FL-BPHL-2761/2020	GenBank	EPI_ISL_849034	B.1.509	Complete	29776	High	0/0/-/-/-	Homo sapiens	2020-09-15	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.509
3364	MW491229	SARS-CoV-2/human/USA/FL-BPHL-2773/2020	GenBank	EPI_ISL_849067	B.1	Complete	29775	High	0/0/-/-/-	Homo sapiens	2020-09-14	United States / FL	 	2021-01-19	BPHL, FLDOH, 1217 N Pearl St, Jacksonville, FL 32202, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1
3365	MW491245	SARS-CoV-2/human/MMR/DSMRC_004/2021	GenBank	 	B.1.36.16	Complete	29813	High	0/0/-/-/-	Homo sapiens	2021-01-09	Myanmar	 	2021-01-18	Special Operations Medical Research Division, Defence Services Medical Research Centre, DSMRC, Nay Pyi Taw 15013, Myanmar	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.36.16
3366	MW493678	SARS-CoV-2/human/USA/NMDOH-2021012908/2021	GenBank	EPI_ISL_831921	B.1.596	Complete	29831	High	0/0/-/-/-	Homo Sapiens	2021-01-08	United States / New Mexico	New Mexico Department of Health Scientific Laboratory	2021-01-15	New Mexico Department of Health Scientific Laboratory	2021-01-17 20:10:45	2021-03-16 10:46:59	B.1.596
3367	MW493682	SARS-CoV-2/human/USA/NMDOH-2021013368/2021	GenBank	EPI_ISL_831925	B.1.596	Complete	29824	High	0/0/-/-/-	Homo Sapiens	2021-01-08	United States / New Mexico	New Mexico Department of Health Scientific Laboratory	2021-01-15	New Mexico Department of Health Scientific Laboratory	2021-01-17 20:10:45	2021-03-16 10:46:59	B.1.596
3368	MW493891	SARS-CoV-2/human/USA/WA-S3245/2020	GenBank	EPI_ISL_849595	B.1.2	Complete	29859	High	0/0/-/-/-	Homo sapiens	2020-10-08	United States / Washington / King County	 	2021-01-19	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
3369	MW493894	SARS-CoV-2/human/USA/WA-S3252/2020	GenBank	EPI_ISL_849489	B.1.243	Complete	29867	High	0/0/-/-/-	Homo sapiens	2020-10-11	United States / Washington / King County	 	2021-01-19	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.243
3370	MW493909	SARS-CoV-2/human/USA/WA-S3268/2020	GenBank	EPI_ISL_849495	B.1.2	Complete	29877	High	0/0/-/-/-	Homo sapiens	2020-10-22	United States / Washington / King County	 	2021-01-19	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2021-01-21 14:03:01	2021-03-16 10:46:59	B.1.2
