	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
18651	MZ213052	SARS-CoV-2/human/USA/MN-CDC-ASC210057593/2021	GenBank	EPI_ISL_1997934	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Minnesota	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18653	MZ213060	SARS-CoV-2/human/USA/MI-CDC-ASC210067297/2021	GenBank	EPI_ISL_1997942	B.1.526	Complete	29829	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:08	iota
18654	MZ213069	SARS-CoV-2/human/USA/PA-CDC-ASC210067311/2021	GenBank	EPI_ISL_1997951	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Pennsylvania	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:16	iota
18656	MZ213112	SARS-CoV-2/human/USA/RI-CDC-ASC210068312/2021	GenBank	EPI_ISL_1997994	B.1.526	Complete	29806	High	2/0/-/-/-	Homo Sapiens	2021-04-13	United States / Rhode Island	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:04	iota
18658	MZ213129	SARS-CoV-2/human/USA/PA-CDC-ASC210068335/2021	GenBank	EPI_ISL_1998011	B.1.526	Complete	29884	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Pennsylvania	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:04	iota
18661	MZ213151	SARS-CoV-2/human/USA/MD-CDC-ASC210068362/2021	GenBank	EPI_ISL_1998033	B.1.526	Complete	29873	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:19	iota
18662	MZ213159	SARS-CoV-2/human/USA/ME-CDC-ASC210068374/2021	GenBank	EPI_ISL_1998041	B.1.526	Complete	29874	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Maine	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:00	iota
18663	MZ213206	SARS-CoV-2/human/USA/CA-CDC-ASC210068441/2021	GenBank	EPI_ISL_1998088	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / California	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:06	iota
18667	MZ213270	SARS-CoV-2/human/USA/FL-CDC-ASC210068900/2021	GenBank	EPI_ISL_1998152	B.1.526	Complete	29869	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:07	iota
18671	MZ213331	SARS-CoV-2/human/USA/NJ-CDC-ASC210067381/2021	GenBank	EPI_ISL_1998213	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18677	MZ213361	SARS-CoV-2/human/USA/CO-CDC-ASC210067427/2021	GenBank	EPI_ISL_1998243	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:17	iota
18679	MZ213423	SARS-CoV-2/human/USA/NY-CDC-ASC210067524/2021	GenBank	EPI_ISL_1998305	B.1.526	Complete	29839	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18681	MZ213436	SARS-CoV-2/human/USA/NJ-CDC-ASC210067544/2021	GenBank	EPI_ISL_1998318	B.1.526	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18682	MZ213437	SARS-CoV-2/human/USA/RI-CDC-ASC210067545/2021	GenBank	EPI_ISL_1998319	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Rhode Island	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18685	MZ213447	SARS-CoV-2/human/USA/TN-CDC-ASC210067750/2021	GenBank	EPI_ISL_1998329	B.1.526	Complete	29892	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Tennessee	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:11	iota
18686	MZ213456	SARS-CoV-2/human/USA/NY-CDC-ASC210067759/2021	GenBank	EPI_ISL_1998338	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18697	MZ213603	SARS-CoV-2/human/USA/MI-CDC-ASC210068146/2021	GenBank	EPI_ISL_1998485	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:08	iota
18704	MZ213664	SARS-CoV-2/human/USA/RI-CDC-ASC210068523/2021	GenBank	EPI_ISL_1998546	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Rhode Island	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:04	iota
18707	MZ213687	SARS-CoV-2/human/USA/CO-CDC-ASC210068550/2021	GenBank	EPI_ISL_1998569	B.1.526	Complete	29873	High	11/0/-/-/-	Homo Sapiens	2021-04-12	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:06	iota
18709	MZ213740	SARS-CoV-2/human/USA/IL-CDC-ASC210068615/2021	GenBank	EPI_ISL_1998622	B.1.526	Complete	29859	High	4/0/-/-/-	Homo Sapiens	2021-04-12	United States / Illinois	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:07	iota
18715	MZ213773	SARS-CoV-2/human/USA/MI-CDC-ASC210068656/2021	GenBank	EPI_ISL_1998655	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:08	iota
18721	MZ213833	SARS-CoV-2/human/USA/NY-CDC-ASC210069008/2021	GenBank	EPI_ISL_1998715	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:03	iota
18738	MZ214030	SARS-CoV-2/human/USA/LA-CDC-ASC210067851/2021	GenBank	EPI_ISL_1998912	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Louisiana	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:07	iota
18743	MZ214082	SARS-CoV-2/human/USA/NJ-CDC-ASC210067917/2021	GenBank	EPI_ISL_1998964	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18747	MZ214176	SARS-CoV-2/human/USA/MI-CDC-ASC210069083/2021	GenBank	EPI_ISL_1999058	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:02	iota
18750	MZ214230	SARS-CoV-2/human/USA/NC-CDC-ASC210069154/2021	GenBank	EPI_ISL_1999112	B.1.526	Complete	29887	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18754	MZ214261	SARS-CoV-2/human/USA/MI-CDC-ASC210069676/2021	GenBank	EPI_ISL_1999143	B.1.526	Complete	29883	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:55	iota
18766	MZ214395	SARS-CoV-2/human/USA/RI-CDC-ASC210070432/2021	GenBank	EPI_ISL_1999277	B.1.526	Complete	29831	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Rhode Island	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:04	iota
18769	MZ214435	SARS-CoV-2/human/USA/IL-CDC-ASC210070483/2021	GenBank	EPI_ISL_1999317	B.1.526	Complete	29881	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Illinois	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:00	iota
18772	MZ214449	SARS-CoV-2/human/USA/CO-CDC-ASC210068695/2021	GenBank	EPI_ISL_1999331	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:59	iota
18777	MZ214566	SARS-CoV-2/human/USA/NJ-CDC-ASC210069224/2021	GenBank	EPI_ISL_1999448	B.1.526	Complete	29849	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18779	MZ214615	SARS-CoV-2/human/USA/PA-CDC-ASC210069491/2021	GenBank	EPI_ISL_1999497	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Pennsylvania	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18783	MZ214724	SARS-CoV-2/human/USA/MI-CDC-ASC210070394/2021	GenBank	EPI_ISL_1999606	B.1.526	Complete	29877	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18787	MZ214741	SARS-CoV-2/human/USA/MO-CDC-ASC210070711/2021	GenBank	EPI_ISL_1999623	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Missouri	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18788	MZ214746	SARS-CoV-2/human/USA/FL-CDC-ASC210070716/2021	GenBank	EPI_ISL_1999628	B.1.526	Complete	29856	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:54	iota
18791	MZ214791	SARS-CoV-2/human/USA/MD-CDC-ASC210070962/2021	GenBank	EPI_ISL_1999689	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:07	iota
18792	MZ214817	SARS-CoV-2/human/USA/MI-CDC-ASC210070995/2021	GenBank	EPI_ISL_1999726	B.1.526	Complete	29887	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18794	MZ214832	SARS-CoV-2/human/USA/TX-CDC-ASC210071016/2021	GenBank	EPI_ISL_1999748	B.1.526	Complete	29877	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Texas	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:58	iota
18797	MZ214857	SARS-CoV-2/human/USA/WV-CDC-ASC210032106/2021	GenBank	EPI_ISL_1999787	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-24	United States / West Virginia	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:52	iota
18798	MZ214865	SARS-CoV-2/human/USA/NJ-CDC-ASC210032121/2021	GenBank	EPI_ISL_1999799	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-24	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:51	iota
18801	MZ214919	SARS-CoV-2/human/USA/NJ-CDC-ASC210068222/2021	GenBank	EPI_ISL_1999883	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:03	iota
18803	MZ214927	SARS-CoV-2/human/USA/NC-CDC-ASC210068237/2021	GenBank	EPI_ISL_1999891	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:03	iota
18806	MZ214967	SARS-CoV-2/human/USA/CO-CDC-ASC210068289/2021	GenBank	EPI_ISL_1999931	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:12	iota
18814	MZ215030	SARS-CoV-2/human/USA/MA-CDC-ASC210032593/2021	GenBank	EPI_ISL_1999994	B.1.526	Complete	29857	High	0/0/-/-/-	Homo Sapiens	2021-04-24	United States / Massachusetts	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:51	iota
18819	MZ215111	SARS-CoV-2/human/USA/SC-CDC-ASC210071285/2021	GenBank	EPI_ISL_2000169	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-15	United States / South Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:53	iota
18822	MZ215173	SARS-CoV-2/human/USA/FL-CDC-ASC210071368/2021	GenBank	EPI_ISL_2000231	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-15	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:52	iota
18828	MZ215224	SARS-CoV-2/human/USA/NJ-CDC-ASC210069749/2021	GenBank	EPI_ISL_2000282	B.1.526	Complete	29835	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18829	MZ215229	SARS-CoV-2/human/USA/NJ-CDC-ASC210069754/2021	GenBank	EPI_ISL_2000287	B.1.526	Complete	29884	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:10	iota
18830	MZ215233	SARS-CoV-2/human/USA/NJ-CDC-ASC210069758/2021	GenBank	EPI_ISL_2000291	B.1.526	Complete	29892	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18833	MZ215282	SARS-CoV-2/human/USA/WV-CDC-ASC210069820/2021	GenBank	EPI_ISL_2000340	B.1.526	Complete	29876	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / West Virginia	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:58	iota
18837	MZ215306	SARS-CoV-2/human/USA/NJ-CDC-ASC210069854/2021	GenBank	EPI_ISL_2000364	B.1.526	Complete	29862	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18844	MZ215360	SARS-CoV-2/human/USA/NJ-CDC-ASC210070584/2021	GenBank	EPI_ISL_2000418	B.1.526	Complete	29890	High	7/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18845	MZ215361	SARS-CoV-2/human/USA/NJ-CDC-ASC210070585/2021	GenBank	EPI_ISL_2000419	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18847	MZ215385	SARS-CoV-2/human/USA/DE-CDC-ASC210070813/2021	GenBank	EPI_ISL_2000443	B.1.526	Complete	29833	High	2/0/-/-/-	Homo Sapiens	2021-04-14	United States / Delaware	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:53	iota
18849	MZ215435	SARS-CoV-2/human/USA/MN-CDC-ASC210070879/2021	GenBank	EPI_ISL_2000493	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Minnesota	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18852	MZ215485	SARS-CoV-2/human/USA/MA-CDC-ASC210070945/2021	GenBank	EPI_ISL_2000543	B.1.526	Complete	29842	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Massachusetts	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:55	iota
18861	MZ216913	SARS-CoV-2/human/USA/TX-CDC-QDX24365304/2021	GenBank	EPI_ISL_2133133	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Texas	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:21	iota
18862	MZ216931	SARS-CoV-2/human/USA/CT-CDC-QDX24365569/2021	GenBank	EPI_ISL_2133151	B.1.526	Complete	29771	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / Connecticut	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:26	iota
18863	MZ216936	SARS-CoV-2/human/USA/FL-CDC-QDX24365421/2021	GenBank	EPI_ISL_2133156	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Florida	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:19	iota
18864	MZ216948	SARS-CoV-2/human/USA/NH-CDC-QDX24365591/2021	GenBank	EPI_ISL_2133168	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / New Hampshire	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18865	MZ216953	SARS-CoV-2/human/USA/NH-CDC-QDX24365515/2021	GenBank	EPI_ISL_2133173	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / New Hampshire	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18868	MZ216974	SARS-CoV-2/human/USA/NH-CDC-QDX24365546/2021	GenBank	EPI_ISL_2133194	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / New Hampshire	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18870	MZ216995	SARS-CoV-2/human/USA/CT-CDC-QDX24365490/2021	GenBank	EPI_ISL_2133215	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / Connecticut	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:26	iota
18872	MZ217114	SARS-CoV-2/human/USA/NH-CDC-QDX24365586/2021	GenBank	EPI_ISL_2133334	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / New Hampshire	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18875	MZ217214	SARS-CoV-2/human/USA/CT-CDC-QDX24365493/2021	GenBank	EPI_ISL_2133398	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / Connecticut	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:26	iota
18878	MZ217254	SARS-CoV-2/human/USA/FL-CDC-QDX24365416/2021	GenBank	EPI_ISL_2133440	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Florida	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:19	iota
18881	MZ217305	SARS-CoV-2/human/USA/CT-CDC-QDX24365637/2021	GenBank	EPI_ISL_2133491	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-26	United States / Connecticut	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:22	iota
18887	MZ217432	SARS-CoV-2/human/USA/AZ-CDC-QDX24394106/2021	GenBank	EPI_ISL_2133618	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-26	United States / Arizona	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:21	iota
18889	MZ217469	SARS-CoV-2/human/USA/NY-CDC-QDX24392785/2021	GenBank	EPI_ISL_2133693	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-24	United States / New York	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:31	iota
18890	MZ217470	SARS-CoV-2/human/USA/PR-CDC-QDX24392790/2021	GenBank	EPI_ISL_2133695	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Puerto Rico	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:21	iota
18891	MZ217480	SARS-CoV-2/human/USA/CA-CDC-QDX24365147/2021	GenBank	EPI_ISL_2133716	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-16	United States / California	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:39	iota
18892	MZ217498	SARS-CoV-2/human/USA/CA-CDC-QDX24365066/2021	GenBank	EPI_ISL_2133753	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-13	United States / California	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:40	iota
18894	MZ217516	SARS-CoV-2/human/USA/PA-CDC-QDX24429655/2021	GenBank	EPI_ISL_2133790	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / Pennsylvania	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:17	iota
18902	MZ217789	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_01713/2021	GenBank	EPI_ISL_2133633	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Rhode Island	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:41	iota
18903	MZ217809	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_01743/2021	GenBank	EPI_ISL_2133673	B.1.526	Complete	29792	High	0/0/-/-/-	Homo sapiens	2021-04-08	United States / Rhode Island	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:41	iota
18904	MZ217810	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_01744/2021	GenBank	EPI_ISL_2133675	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-07	United States / Rhode Island	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:41	iota
18907	MZ217857	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_02210/2021	GenBank	EPI_ISL_2133765	B.1.526	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Rhode Island	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:19	iota
18908	MZ217867	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_02225/2021	GenBank	EPI_ISL_2133785	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-30	United States / Rhode Island	 	2021-05-17	 	2021-05-18 13:37:07	2021-05-20 15:44:16	iota
18944	MZ224471	SARS-CoV-2/human/USA/NC-CDC-4114743-001/2021	GenBank	EPI_ISL_2155834	B.1.526	Complete	29793	High	0/1/-/-/-	Homo sapiens	2021-04-11	United States	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18946	MZ225667	SARS-CoV-2/human/USA/NH-CDC-QDX24476919/2021	GenBank	EPI_ISL_2142891	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / New Hampshire	 	2021-05-18	 	2021-05-24 16:46:24	2021-05-24 16:46:24	iota
18948	MZ225695	SARS-CoV-2/human/USA/FL-CDC-QDX24476727/2021	GenBank	EPI_ISL_2142919	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Florida	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18950	MZ225719	SARS-CoV-2/human/USA/MA-CDC-QDX24476905/2021	GenBank	EPI_ISL_2142943	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Massachusetts	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18952	MZ225738	SARS-CoV-2/human/USA/MA-CDC-QDX24476873/2021	GenBank	EPI_ISL_2142962	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-26	United States / Massachusetts	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18953	MZ225762	SARS-CoV-2/human/USA/ME-CDC-QDX24477050/2021	GenBank	EPI_ISL_2142986	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Maine	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18954	MZ225771	SARS-CoV-2/human/USA/MA-CDC-QDX24477019/2021	GenBank	EPI_ISL_2142995	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Massachusetts	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18955	MZ225772	SARS-CoV-2/human/USA/ME-CDC-QDX24477004/2021	GenBank	EPI_ISL_2142996	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Maine	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18956	MZ225795	SARS-CoV-2/human/USA/NH-CDC-QDX24476991/2021	GenBank	EPI_ISL_2143019	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / New Hampshire	 	2021-05-18	 	2021-05-24 16:46:24	2021-05-24 16:46:24	iota
18958	MZ225809	SARS-CoV-2/human/USA/CT-CDC-QDX24520516/2021	GenBank	EPI_ISL_2143033	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-30	United States / Connecticut	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18961	MZ225910	SARS-CoV-2/human/USA/RI-CDC-QDX24520517/2021	GenBank	EPI_ISL_2143134	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-30	United States / Rhode Island	 	2021-05-18	 	2021-05-24 16:46:24	2021-05-24 16:46:24	iota
18962	MZ225913	SARS-CoV-2/human/USA/AZ-CDC-QDX24518682/2021	GenBank	EPI_ISL_2143137	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-05-01	United States / Arizona	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18963	MZ225914	SARS-CoV-2/human/USA/NH-CDC-QDX24476998/2021	GenBank	EPI_ISL_2143138	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / New Hampshire	 	2021-05-18	 	2021-05-24 16:46:24	2021-05-24 16:46:24	iota
18964	MZ225918	SARS-CoV-2/human/USA/CT-CDC-QDX24520494/2021	GenBank	EPI_ISL_2143142	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-04-30	United States / Connecticut	 	2021-05-18	 	2021-05-24 16:46:21	2021-05-24 16:46:21	iota
18965	MZ225928	SARS-CoV-2/human/USA/VT-CDC-QDX24520524/2021	GenBank	EPI_ISL_2143152	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-04-29	United States / Vermont	 	2021-05-18	 	2021-05-24 16:46:24	2021-05-24 16:46:24	iota
