Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-178/2021	EPI_ISL_1810911	GISAID		B.1.1.519	Complete	29819	High	0/0/-/-/-	Homo Sapiens	2021-04-17	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-179/2021	EPI_ISL_1810912	GISAID		B.1.1.519	Complete	29820	High	0/0/-/-/-	Homo Sapiens	2021-04-17	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-180/2021	EPI_ISL_1810913	GISAID		B.1	Complete	29816	Low	3337/0/NA/NA/NA	Homo Sapiens	2021-04-17	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-181/2021	EPI_ISL_1810914	GISAID		NA	Partial	29645	Low	12715/0/NA/NA/NA	Homo Sapiens	2021-04-17	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-182/2021	EPI_ISL_1810915	GISAID		B.1.1.7	Complete	29796	Low	1561/0/NA/NA/NA	Homo Sapiens	2021-04-17	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-183/2021	EPI_ISL_1810916	GISAID		B.1.1.519	Complete	29815	Low	1173/0/NA/NA/NA	Homo Sapiens	2021-04-16	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-184/2021	EPI_ISL_1810917	GISAID		B.1.1.519	Complete	29828	Low	261/0/NA/NA/NA	Homo Sapiens	2021-04-16	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX-INMEGEN-InDRE-04-06-185/2021	EPI_ISL_1810918	GISAID		B.1.427/429	Complete	29821	High	0/0/-/-/-	Homo Sapiens	2021-04-15	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX-INMEGEN-InDRE-04-06-186/2021	EPI_ISL_1810919	GISAID		B.1.1.519	Complete	29819	Low	282/0/NA/NA/NA	Homo Sapiens	2021-04-15	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-187/2021	EPI_ISL_1810920	GISAID		B.1.1.519	Complete	29814	Low	930/0/NA/NA/NA	Homo Sapiens	2021-04-19	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-188/2021	EPI_ISL_1810921	GISAID		B.1.1.519	Complete	29819	High	0/0/-/-/-	Homo Sapiens	2021-04-16	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-189/2021	EPI_ISL_1810922	GISAID		B.1.1.519	Complete	29818	Low	406/0/NA/NA/NA	Homo Sapiens	2021-04-16	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX-INMEGEN-InDRE-04-06-190/2021	EPI_ISL_1810923	GISAID		B.1.1.519	Complete	29819	High	0/0/-/-/-	Homo Sapiens	2021-04-16	Mexico / Mexico city		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/TLA_IBT_IMSS_1043/2021	EPI_ISL_1811379	GISAID		B.1.1.519	Complete	29825	Low	121/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Tlaxcala		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/TLA_IBT_IMSS_1046/2021	EPI_ISL_1811380	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-04-03	Mexico / Tlaxcala		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/GRO_IBT_IMSS_1055/2021	EPI_ISL_1811381	GISAID		B.1.1.519	Complete	29822	High	0/0/-/-/-	Homo Sapiens	2021-04-03	Mexico / Guerrero		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1065/2021	EPI_ISL_1811382	GISAID		B.1.1.519	Complete	29824	High	0/0/-/-/-	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1087/2021	EPI_ISL_1811383	GISAID		B.1.1.519	Complete	29823	Low	207/0/NA/NA/NA	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1097/2021	EPI_ISL_1811384	GISAID		B.1.1.519	Complete	29862	Low	568/0/NA/NA/NA	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1107/2021	EPI_ISL_1811385	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-03-29	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1118/2021	EPI_ISL_1811386	GISAID		B.1.1.519	Complete	29826	High	0/0/-/-/-	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1129/2021	EPI_ISL_1811387	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_963/2021	EPI_ISL_1811388	GISAID		B.1.1.519	Complete	29823	Low	171/0/NA/NA/NA	Homo Sapiens	2021-03-28	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_973/2021	EPI_ISL_1811389	GISAID		B.1.243	Complete	29823	Low	433/0/NA/NA/NA	Homo Sapiens	2021-03-29	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_984/2021	EPI_ISL_1811390	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-03-30	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_995/2021	EPI_ISL_1811391	GISAID		B.1.1.519	Complete	29823	Low	26/0/NA/NA/NA	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1004/2021	EPI_ISL_1811392	GISAID		B.1.1.519	Complete	29893	Low	404/0/NA/NA/NA	Homo Sapiens	2021-03-28	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1014/2021	EPI_ISL_1811393	GISAID		B.1.1.519	Complete	29827	Low	245/0/NA/NA/NA	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1024/2021	EPI_ISL_1811394	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-01	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1035/2021	EPI_ISL_1811395	GISAID		B.1.1.519	Complete	29847	High	0/0/-/-/-	Homo Sapiens	2021-04-03	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1044/2021	EPI_ISL_1811396	GISAID		B.1.1.519	Complete	29865	Low	173/0/NA/NA/NA	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1045/2021	EPI_ISL_1811397	GISAID		B.1.1.519	Complete	29841	High	0/0/-/-/-	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1047/2021	EPI_ISL_1811398	GISAID		B.1.1.519	Complete	29838	High	0/0/-/-/-	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1049/2021	EPI_ISL_1811399	GISAID		B.1.1.519	Complete	29865	Low	599/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1050/2021	EPI_ISL_1811400	GISAID		B.1.1.519	Complete	29832	High	0/0/-/-/-	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1051/2021	EPI_ISL_1811401	GISAID		B.1.1.519	Complete	29832	High	0/0/-/-/-	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1052/2021	EPI_ISL_1811402	GISAID		B.1.1.519	Complete	29827	Low	469/0/NA/NA/NA	Homo Sapiens	2021-04-02	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1054/2021	EPI_ISL_1811403	GISAID		B.1.1.519	Complete	29862	High	0/0/-/-/-	Homo Sapiens	2021-03-31	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1056/2021	EPI_ISL_1811404	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-31	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1058/2021	EPI_ISL_1811405	GISAID		B.1.1.519	Complete	29844	Low	247/0/NA/NA/NA	Homo Sapiens	2021-03-30	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1059/2021	EPI_ISL_1811406	GISAID		B.1.1.519	Complete	29822	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1060/2021	EPI_ISL_1811407	GISAID		B.1.1.519	Complete	29822	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1061/2021	EPI_ISL_1811408	GISAID		B.1.1.519	Complete	29836	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1062/2021	EPI_ISL_1811409	GISAID		B.1.1.519	Complete	29844	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1063/2021	EPI_ISL_1811410	GISAID		B.1.1.519	Complete	29844	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1064/2021	EPI_ISL_1811411	GISAID		B.1.1.519	Complete	29823	High	3/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1066/2021	EPI_ISL_1811412	GISAID		B.1.1.519	Complete	29823	Low	239/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/AGU_IBT_IMSS_1067/2021	EPI_ISL_1811413	GISAID		B.1.1.519	Complete	29887	Low	218/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Aguascalientes		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1068/2021	EPI_ISL_1811414	GISAID		B.1.1.519	Complete	29895	Low	122/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1069/2021	EPI_ISL_1811415	GISAID		B.1.1.519	Complete	29862	Low	247/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MOR_IBT_IMSS_1070/2021	EPI_ISL_1811416	GISAID		B.1.1.519	Complete	29828	Low	247/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Morelos		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1071/2021	EPI_ISL_1811417	GISAID		B.1.1.519	Complete	29865	Low	102/0/NA/NA/NA	Homo Sapiens	2021-03-31	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1072/2021	EPI_ISL_1811418	GISAID		B.1.1.519	Complete	29865	Low	224/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1073/2021	EPI_ISL_1811419	GISAID		B.1	Complete	29858	Low	197/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/QUE_IBT_IMSS_1074/2021	EPI_ISL_1811420	GISAID		B.1.1.519	Complete	29867	Low	266/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Queretaro		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/HID_IBT_IMSS_1075/2021	EPI_ISL_1811421	GISAID		B.1.1.519	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-04-03	Mexico / Hidalgo		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/HID_IBT_IMSS_1077/2021	EPI_ISL_1811422	GISAID		B.1.1.519	Complete	29865	Low	453/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Hidalgo		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1078/2021	EPI_ISL_1811423	GISAID		B.1.1.519	Complete	29824	Low	541/0/NA/NA/NA	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1079/2021	EPI_ISL_1811424	GISAID		B.1.1.519	Complete	29832	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1080/2021	EPI_ISL_1811425	GISAID		B.1.1.519	Complete	29834	Low	262/0/NA/NA/NA	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1081/2021	EPI_ISL_1811426	GISAID		B.1.1.519	Complete	29826	Low	201/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1082/2021	EPI_ISL_1811427	GISAID		B.1.1.519	Complete	29836	High	2/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1083/2021	EPI_ISL_1811428	GISAID		B.1.1.519	Complete	29865	Low	233/0/NA/NA/NA	Homo Sapiens	2021-04-06	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1084/2021	EPI_ISL_1811429	GISAID		B.1.1.519	Complete	29823	Low	577/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1085/2021	EPI_ISL_1811430	GISAID		B.1.1.519	Complete	29834	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1086/2021	EPI_ISL_1811431	GISAID		B.1.1.519	Complete	29830	Low	39/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/SLP_IBT_IMSS_1088/2021	EPI_ISL_1811432	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / San Luis Potosi		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/SLP_IBT_IMSS_1089/2021	EPI_ISL_1811433	GISAID		B.1.617.1	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / San Luis Potosi		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/SLP_IBT_IMSS_1090/2021	EPI_ISL_1811434	GISAID		B.1.1.519	Complete	29846	Low	131/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / San Luis Potosi		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1091/2021	EPI_ISL_1811435	GISAID		B.1.1.519	Complete	29865	Low	247/0/NA/NA/NA	Homo Sapiens	2021-04-02	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1092/2021	EPI_ISL_1811436	GISAID		B.1.1.519	Complete	29860	Low	45/0/NA/NA/NA	Homo Sapiens	2021-04-02	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1093/2021	EPI_ISL_1811437	GISAID		B.1.1.519	Complete	29826	Low	247/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1094/2021	EPI_ISL_1811438	GISAID		B.1.1.519	Complete	29824	Low	644/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1095/2021	EPI_ISL_1811439	GISAID		B.1.1.519	Complete	29866	Low	250/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1096/2021	EPI_ISL_1811440	GISAID		B.1.1.519	Complete	29864	Low	92/0/NA/NA/NA	Homo Sapiens	2021-04-01	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1098/2021	EPI_ISL_1811441	GISAID		B.1.1.519	Complete	29865	Low	198/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1099/2021	EPI_ISL_1811442	GISAID		B.1.1.519	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2021-04-03	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1100/2021	EPI_ISL_1811443	GISAID		B.1.1.519	Complete	29865	Low	141/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1101/2021	EPI_ISL_1811444	GISAID		B.1.1.519	Complete	29854	High	0/0/-/-/-	Homo Sapiens	2021-04-02	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1102/2021	EPI_ISL_1811445	GISAID		B.1.1.519	Complete	29824	Low	203/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1103/2021	EPI_ISL_1811446	GISAID		B.1.1.519	Complete	29825	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1104/2021	EPI_ISL_1811447	GISAID		B.1.1.519	Complete	29823	Low	118/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1105/2021	EPI_ISL_1811448	GISAID		B.1.1.519	Complete	29823	Low	160/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/PUE_IBT_IMSS_1106/2021	EPI_ISL_1811449	GISAID		B.1.427/429	Complete	29824	High	0/0/-/-/-	Homo Sapiens	2021-04-01	Mexico / Puebla		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1108/2021	EPI_ISL_1811450	GISAID		B.1.1.519	Complete	29844	Low	184/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1109/2021	EPI_ISL_1811451	GISAID		B.1.1.519	Complete	29822	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1110/2021	EPI_ISL_1811452	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1111/2021	EPI_ISL_1811453	GISAID		B.1.1.519	Complete	29823	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1112/2021	EPI_ISL_1811454	GISAID		B.1.427/429	Complete	29865	Low	848/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1113/2021	EPI_ISL_1811455	GISAID		B.1.1.519	Complete	29887	Low	248/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1114/2021	EPI_ISL_1811456	GISAID		B.1.1.519	Complete	29827	High	3/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/CMX_IBT_IMSS_1115/2021	EPI_ISL_1811457	GISAID		B.1.1.519	Complete	29859	Low	357/0/NA/NA/NA	Homo Sapiens	2021-04-07	Mexico / Mexico City		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1116/2021	EPI_ISL_1811458	GISAID		B.1.1.222	Complete	29865	Low	711/0/NA/NA/NA	Homo Sapiens	2021-04-03	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/MEX_IBT_IMSS_1117/2021	EPI_ISL_1811459	GISAID		B.1.1.519	Complete	29824	Low	744/0/NA/NA/NA	Homo Sapiens	2021-04-06	Mexico / State of Mexico		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1119/2021	EPI_ISL_1811460	GISAID		A.2.5	Complete	29815	Low	778/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1121/2021	EPI_ISL_1811461	GISAID		B.1.1.519	Complete	29826	Low	99/0/NA/NA/NA	Homo Sapiens	2021-04-04	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1122/2021	EPI_ISL_1811462	GISAID		B.1.1.519	Complete	29826	High	0/0/-/-/-	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/VER_IBT_IMSS_1123/2021	EPI_ISL_1811463	GISAID		B.1.1.519	Complete	29886	Low	221/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Veracruz		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/AGU_IBT_IMSS_1124/2021	EPI_ISL_1811464	GISAID		B.1.1.519	Complete	29832	High	0/0/-/-/-	Homo Sapiens	2021-04-06	Mexico / Aguascalientes		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
hCoV-19/Mexico/AGU_IBT_IMSS_1125/2021	EPI_ISL_1811465	GISAID		B.1.427/429	Complete	29827	Low	176/0/NA/NA/NA	Homo Sapiens	2021-04-05	Mexico / Aguascalientes		2021-04-30		2021-05-09 12:07:54	2021-05-11 13:02:51
